YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
2022,4,11,6.86,7.12,0.91,101.13,2.54,3.52,1.93,1.59,139.75,4.54,6.05,2.59,3.46,142.0
2022,4,12,4.88,6.61,0.83,101.03,2.52,3.35,1.78,1.57,239.19,4.97,6.69,3.37,3.32,240.19
2022,4,13,6.11,6.81,1.01,100.81,3.12,5.09,1.97,3.12,220.19,6.09,8.48,3.0,5.48,221.81
2022,4,14,4.66,6.75,1.29,100.54,3.76,5.88,1.77,4.11,239.94,6.78,9.14,4.23,4.91,241.19
2022,4,15,7.41,7.61,0.74,101.41,2.3,3.26,0.89,2.37,205.62,4.51,6.52,1.04,5.48,205.88
2022,4,16,5.86,7.25,1.07,100.77,3.23,5.38,2.14,3.23,214.5,5.95,8.49,3.74,4.75,216.69
2022,4,17,6.31,7.33,0.94,101.27,2.77,3.38,1.84,1.54,116.06,4.75,5.95,3.39,2.55,129.44
2022,4,18,1.33,7.19,1.43,101.08,3.84,5.66,2.2,3.45,135.19,6.19,8.67,4.59,4.08,138.69
2022,4,19,6.17,7.78,1.41,101.0,4.02,5.92,2.3,3.62,283.19,7.12,8.67,5.37,3.3,284.81
2022,4,20,7.67,7.66,0.48,102.23,1.58,2.5,0.17,2.34,244.69,3.3,6.38,0.3,6.08,247.56
2022,4,21,4.78,7.23,0.91,102.27,2.66,3.94,1.83,2.11,190.75,4.98,6.02,3.62,2.39,192.44
2022,4,22,7.21,7.35,0.69,102.08,2.03,3.05,0.92,2.12,129.69,4.01,6.41,1.3,5.11,129.12
2022,4,23,6.7,6.98,0.8,101.7,2.28,3.09,1.64,1.45,166.88,4.34,6.42,2.25,4.18,169.25
2022,4,24,7.22,7.23,0.86,101.25,2.46,3.3,2.04,1.27,220.94,4.69,6.34,2.78,3.55,222.81
2022,4,25,6.9,7.35,0.52,101.08,1.52,2.4,0.06,2.34,182.19,3.08,5.73,0.19,5.55,187.81
2022,4,26,4.92,7.13,0.73,100.88,1.9,3.56,1.16,2.39,254.0,3.23,6.12,1.76,4.36,252.44
2022,4,27,7.84,7.93,1.14,101.12,3.34,4.55,2.2,2.36,320.5,6.2,7.33,3.56,3.77,321.0
2022,4,28,8.21,8.23,1.07,101.41,2.99,4.32,1.89,2.43,161.81,5.17,6.41,3.54,2.88,160.75
2022,4,29,7.59,7.92,0.78,101.44,2.01,2.74,0.53,2.21,204.0,3.55,6.61,0.71,5.9,204.0
2022,4,30,4.55,7.41,0.54,101.3,1.46,2.34,0.4,1.94,167.31,2.62,4.62,0.53,4.08,169.38
2022,5,1,5.29,6.93,0.58,100.99,1.66,2.37,0.93,1.44,160.19,3.24,5.4,2.11,3.29,162.94
2022,5,2,7.17,7.64,0.81,100.83,2.21,2.55,1.61,0.95,240.5,3.92,5.38,3.04,2.34,241.44
2022,5,3,3.9,7.18,0.79,100.91,2.09,3.21,0.71,2.5,111.56,3.35,5.23,0.92,4.31,116.88
2022,5,4,5.52,7.26,0.75,100.62,2.06,3.16,1.05,2.12,159.81,3.79,5.17,1.93,3.24,162.31
2022,5,5,4.54,7.5,0.65,100.99,1.94,3.53,0.88,2.66,125.31,3.55,5.27,1.05,4.23,124.94
2022,5,6,2.93,7.1,0.73,100.06,2.07,2.97,1.31,1.66,142.94,3.82,4.6,2.52,2.09,145.88
2022,5,7,3.0,7.72,1.42,99.58,3.67,5.14,0.38,4.76,238.81,5.72,8.12,0.91,7.22,240.12
2022,5,8,1.98,7.97,1.54,100.88,4.09,5.03,2.12,2.91,39.88,6.65,7.64,4.89,2.75,12.44
2022,5,9,7.79,8.03,1.12,101.43,3.2,4.59,2.13,2.45,78.12,5.71,6.8,3.99,2.81,79.19
2022,5,10,7.05,7.93,1.27,101.65,3.63,5.3,2.03,3.28,56.81,6.56,7.98,4.95,3.04,43.0
2022,5,11,5.5,7.85,1.22,101.5,3.45,5.06,2.23,2.83,24.94,6.21,7.56,4.16,3.41,26.19
2022,5,12,3.02,7.86,1.16,101.41,3.18,4.26,2.11,2.15,39.44,5.41,6.24,4.38,1.87,41.5
2022,5,13,3.8,7.76,0.8,101.26,2.27,3.34,1.66,1.67,79.75,4.05,4.94,3.18,1.76,81.88
2022,5,14,3.04,7.66,0.48,100.85,1.23,1.6,0.67,0.94,129.12,2.18,3.79,0.84,2.95,131.38
2022,5,15,6.93,7.71,0.66,100.46,1.68,1.95,1.14,0.8,228.06,2.88,4.72,1.7,3.02,229.81
2022,5,16,5.29,7.79,1.09,100.03,3.06,4.65,1.67,2.98,250.94,5.81,7.48,3.54,3.94,252.12
2022,5,17,8.14,8.23,0.95,100.51,2.7,3.87,1.77,2.1,279.69,5.32,6.48,2.38,4.1,281.19
2022,5,18,7.2,7.91,0.63,100.74,1.95,2.91,0.76,2.15,169.06,4.02,6.28,1.3,4.98,170.44
2022,5,19,7.18,7.87,0.98,100.06,2.59,3.81,0.77,3.05,232.12,4.49,6.72,1.03,5.69,233.62
2022,5,20,7.08,7.43,0.95,100.44,2.71,4.36,1.31,3.04,204.0,5.37,6.96,1.79,5.18,205.38
2022,5,21,7.18,7.72,0.88,101.05,2.57,3.62,2.03,1.59,216.62,4.84,6.29,3.02,3.27,219.44
2022,5,22,6.95,7.66,1.01,101.13,2.73,3.91,1.38,2.52,227.31,4.94,6.33,3.59,2.74,229.44
2022,5,23,4.04,7.52,0.86,101.42,2.21,3.3,0.91,2.38,107.12,3.6,5.72,1.61,4.12,93.88
2022,5,24,1.85,7.63,1.17,101.43,2.98,4.11,1.77,2.34,55.44,4.76,6.02,3.17,2.84,57.75
2022,5,25,2.73,7.78,0.94,101.74,2.48,3.65,1.56,2.09,52.81,4.16,5.24,3.25,1.99,54.94
2022,5,26,3.42,8.01,0.59,101.4,1.63,2.04,1.28,0.76,109.0,3.05,4.92,2.06,2.87,112.0
2022,5,27,2.96,7.72,0.96,100.45,2.77,5.45,1.75,3.7,173.75,5.1,8.62,3.77,4.85,176.06
2022,5,28,7.43,8.29,0.86,100.41,2.18,2.83,1.48,1.36,280.44,3.76,5.02,2.43,2.58,281.88
2022,5,29,7.47,8.16,0.46,101.01,1.23,2.12,0.27,1.84,200.75,2.32,4.8,0.46,4.34,201.94
2022,5,30,8.0,8.14,0.48,101.2,1.44,2.15,0.7,1.45,206.62,2.89,5.16,1.03,4.12,208.12
2022,5,31,8.03,8.09,0.55,100.96,1.64,2.73,0.19,2.55,215.69,3.49,6.08,0.22,5.85,215.0
2022,6,1,7.39,7.9,0.62,100.51,1.72,2.23,1.09,1.14,278.31,3.39,5.23,1.66,3.56,279.25
2022,6,2,7.2,7.85,0.84,100.02,2.26,3.72,1.21,2.5,267.38,4.36,6.19,1.71,4.48,269.0
2022,6,3,5.89,7.67,0.95,100.28,2.31,3.61,1.04,2.58,260.31,3.8,5.39,1.65,3.73,260.12
2022,6,4,8.16,8.45,0.7,100.52,1.91,2.67,1.25,1.42,159.38,3.59,5.05,2.08,2.98,159.75
2022,6,5,7.79,8.36,0.82,100.66,2.15,3.09,1.17,1.92,113.75,3.7,5.14,1.77,3.38,114.88
2022,6,6,8.45,8.52,0.7,100.93,1.93,3.2,1.23,1.97,113.62,3.49,6.02,1.77,4.25,115.19
2022,6,7,6.04,7.98,0.99,100.77,2.8,4.89,1.87,3.03,180.69,5.19,7.32,2.67,4.65,181.75
2022,6,8,6.9,7.93,0.73,100.39,2.02,2.88,1.1,1.77,208.5,3.86,5.67,1.52,4.15,210.38
2022,6,9,7.18,8.08,1.05,100.05,2.87,3.88,1.85,2.03,280.31,5.17,6.02,3.88,2.14,281.44
2022,6,10,7.62,8.32,0.49,100.53,1.23,1.97,0.53,1.44,226.44,2.26,4.53,0.8,3.73,227.38
2022,6,11,5.36,7.8,0.61,100.57,1.52,2.1,0.68,1.43,202.25,2.8,5.34,0.87,4.47,200.94
2022,6,12,5.01,7.81,0.59,100.58,1.57,2.48,0.82,1.66,204.56,3.12,5.0,1.55,3.45,207.19
2022,6,13,7.11,7.74,0.59,100.59,1.56,2.12,0.97,1.16,239.62,3.19,5.77,1.35,4.41,241.25
2022,6,14,3.66,7.36,0.83,100.52,2.2,3.62,0.99,2.62,234.69,4.16,5.64,1.66,3.97,235.31
2022,6,15,7.39,8.01,0.51,101.0,1.2,2.66,0.3,2.35,109.38,2.07,5.37,0.69,4.68,122.25
2022,6,16,5.86,7.72,0.86,101.07,2.31,3.32,1.68,1.64,195.31,4.16,5.07,2.88,2.19,198.31
2022,6,17,7.21,8.07,0.95,100.26,2.58,4.35,1.65,2.7,265.06,4.76,7.05,2.89,4.16,267.69
2022,6,18,8.24,8.62,1.27,100.33,3.51,5.42,2.02,3.41,321.69,6.22,7.97,3.67,4.3,322.12
2022,6,19,8.71,8.89,1.04,101.1,2.9,4.02,1.8,2.23,329.44,5.43,6.02,4.38,1.64,330.56
2022,6,20,6.5,8.43,0.75,101.43,1.99,2.78,1.46,1.32,299.06,3.66,5.09,2.07,3.03,300.5
2022,6,21,5.99,8.02,0.55,101.28,1.57,2.09,0.5,1.59,264.5,3.09,5.28,0.62,4.66,267.0
2022,6,22,4.99,7.74,0.74,100.51,1.94,3.09,0.96,2.13,188.0,3.53,5.1,1.64,3.47,188.81
2022,6,23,2.43,7.51,0.76,100.4,1.91,3.53,0.49,3.04,82.75,3.18,4.67,1.06,3.61,83.31
2022,6,24,6.92,8.29,0.38,100.95,1.11,2.33,0.27,2.05,56.88,2.19,5.53,0.47,5.06,107.5
2022,6,25,8.08,8.32,0.45,101.23,1.34,2.38,0.54,1.84,157.25,2.82,6.1,0.68,5.42,158.31
2022,6,26,7.67,8.26,0.82,101.12,2.27,3.11,1.65,1.46,190.88,4.17,5.49,2.44,3.05,192.56
2022,6,27,3.95,7.64,0.83,100.85,2.16,3.23,0.9,2.34,254.12,3.94,5.59,1.64,3.95,255.31
2022,6,28,7.93,8.59,0.68,101.42,1.74,3.52,0.52,2.99,235.88,3.16,5.48,0.7,4.78,235.75
2022,6,29,7.81,8.24,0.61,101.57,1.71,2.01,1.06,0.95,201.62,3.24,5.36,1.45,3.91,203.44
2022,6,30,7.2,8.19,0.52,101.43,1.46,2.21,0.7,1.51,206.12,3.08,5.63,0.96,4.67,208.31
2022,7,1,7.86,8.15,0.91,101.09,2.53,3.42,1.68,1.74,189.94,4.59,6.0,2.67,3.33,191.94
2022,7,2,7.02,8.15,0.75,100.79,2.13,3.42,1.24,2.18,216.56,3.98,5.28,2.09,3.19,216.88
2022,7,3,6.47,7.79,0.76,100.94,1.95,3.01,0.97,2.04,204.75,3.43,4.54,1.44,3.11,220.31
2022,7,4,7.8,8.18,0.48,101.3,1.28,2.07,0.44,1.64,126.56,2.41,5.45,0.49,4.95,126.56
2022,7,5,5.24,7.84,0.93,100.9,2.41,3.42,1.6,1.82,206.06,4.41,5.47,3.01,2.46,207.31
2022,7,6,5.06,7.76,0.62,100.51,1.73,2.45,0.88,1.57,248.75,3.29,4.77,1.39,3.38,250.94
2022,7,7,4.96,7.45,0.61,100.57,1.55,2.55,0.84,1.71,209.69,2.74,4.71,1.12,3.59,223.31
2022,7,8,5.22,7.55,0.39,100.8,1.05,1.93,0.16,1.77,103.81,2.22,5.14,0.23,4.91,107.94
2022,7,9,2.65,7.37,0.75,100.69,1.81,3.71,0.16,3.55,86.12,2.75,5.39,0.3,5.09,86.81
2022,7,10,2.03,7.34,0.84,100.91,2.12,3.07,0.09,2.98,68.0,3.63,5.02,0.17,4.84,68.06
2022,7,11,7.82,8.14,0.44,100.7,1.25,2.16,0.08,2.09,210.31,2.5,5.7,0.11,5.59,209.94
2022,7,12,7.81,7.98,0.97,100.35,2.61,3.8,1.79,2.02,222.31,4.86,5.9,2.7,3.19,223.56
2022,7,13,5.48,7.71,0.55,100.59,1.53,2.23,0.74,1.49,247.38,3.01,4.62,1.18,3.44,248.88
2022,7,14,6.84,8.02,0.61,100.87,1.59,2.24,0.85,1.38,256.81,2.84,3.87,1.36,2.5,258.81
2022,7,15,5.76,7.59,0.39,101.14,0.97,1.55,0.18,1.38,102.44,1.78,3.38,0.13,3.25,128.69
2022,7,16,4.73,7.64,0.51,101.03,1.16,1.7,0.42,1.27,206.06,1.98,3.56,0.55,3.02,205.31
2022,7,17,6.25,7.73,0.62,100.83,1.62,2.15,1.21,0.93,200.19,3.32,4.95,1.67,3.29,202.38
2022,7,18,7.43,7.83,1.02,100.56,2.7,3.84,1.79,2.05,210.69,4.94,6.01,3.73,2.27,212.25
2022,7,19,6.05,7.73,0.56,100.42,1.34,1.88,0.71,1.17,252.5,2.41,4.24,1.06,3.19,252.69
2022,7,20,7.49,7.82,0.69,100.22,1.86,2.8,1.05,1.75,246.69,3.64,6.2,1.64,4.56,247.62
2022,7,21,5.29,7.33,1.11,100.1,2.92,3.9,2.1,1.8,223.38,4.95,5.91,4.09,1.81,225.62
2022,7,22,6.86,7.78,0.62,100.68,1.73,2.16,1.2,0.96,250.81,3.45,5.94,1.78,4.16,253.75
2022,7,23,7.59,7.74,0.48,101.0,1.38,2.02,0.62,1.41,257.12,2.82,4.76,0.95,3.8,258.0
2022,7,24,7.37,7.64,0.7,100.95,1.91,2.76,0.73,2.03,218.31,3.77,5.68,1.02,4.66,220.0
2022,7,25,5.58,7.58,1.19,100.77,3.08,4.48,2.07,2.41,215.38,5.27,6.68,4.11,2.57,217.0
2022,7,26,3.69,7.18,0.88,100.85,2.27,4.46,1.33,3.13,227.56,4.06,7.01,1.94,5.07,229.44
2022,7,27,5.26,7.25,0.9,100.67,2.36,3.77,1.67,2.09,237.69,4.07,5.92,2.55,3.36,238.69
2022,7,28,6.69,7.4,0.9,100.53,2.39,3.3,1.65,1.65,250.5,4.46,5.35,2.76,2.59,250.75
2022,7,29,5.01,7.29,0.76,100.59,1.93,3.16,0.98,2.17,239.88,3.66,5.54,1.35,4.2,240.56
2022,7,30,7.17,7.75,0.68,101.19,1.65,2.61,0.27,2.34,256.38,2.8,3.83,0.32,3.51,256.19
2022,7,31,2.04,7.15,0.76,101.24,1.9,2.88,0.84,2.05,162.5,3.2,4.34,1.35,2.99,164.25
2022,8,1,5.47,7.38,0.78,100.72,2.06,2.92,1.44,1.48,234.06,3.95,5.31,2.4,2.91,235.5
2022,8,2,6.59,7.32,0.78,100.52,2.11,2.81,1.48,1.34,257.0,3.98,5.12,3.16,1.96,257.25
2022,8,3,7.2,7.31,0.48,100.84,1.28,1.77,0.59,1.17,261.75,2.41,4.53,0.91,3.62,261.88
2022,8,4,5.99,7.24,0.67,101.07,1.79,2.61,1.23,1.38,226.31,3.48,4.43,2.07,2.36,226.94
2022,8,5,4.96,7.17,0.6,101.33,1.51,2.16,0.67,1.48,210.0,2.8,3.72,1.2,2.52,211.62
2022,8,6,4.26,7.28,0.59,101.57,1.6,1.87,0.71,1.16,174.94,3.17,4.75,1.27,3.48,177.0
2022,8,7,6.61,7.37,0.64,101.42,1.8,2.09,1.43,0.66,181.81,3.52,5.27,2.04,3.23,183.75
2022,8,8,7.22,7.4,0.76,101.02,2.09,2.56,1.48,1.08,210.31,4.04,5.83,2.73,3.1,211.88
2022,8,9,7.27,7.36,0.77,100.86,2.13,2.74,1.71,1.03,229.0,4.07,5.72,2.38,3.34,231.06
2022,8,10,5.81,7.06,0.55,100.93,1.43,2.04,0.42,1.61,244.12,2.76,4.45,0.59,3.88,246.06
2022,8,11,3.9,6.96,0.73,100.7,1.8,2.39,1.08,1.3,270.0,3.19,4.27,1.69,2.58,271.19
2022,8,12,5.82,7.26,0.84,100.86,2.33,3.43,1.69,1.74,150.44,4.35,5.13,3.35,1.78,151.5
2022,8,13,7.5,7.63,0.66,101.16,1.8,2.55,0.69,1.86,106.81,3.31,5.81,0.93,4.88,107.06
2022,8,14,6.02,7.21,0.56,100.95,1.5,2.07,0.85,1.21,152.94,2.81,4.92,1.27,3.65,154.88
2022,8,15,1.76,6.88,0.6,100.72,1.44,2.71,0.5,2.22,137.81,2.49,4.0,0.85,3.15,139.0
2022,8,16,5.31,7.13,0.71,100.71,1.95,2.52,1.38,1.13,94.81,3.81,5.48,3.18,2.3,96.19
2022,8,17,5.94,7.23,0.73,100.8,1.81,2.77,1.08,1.7,65.62,3.09,4.12,1.84,2.28,66.12
2022,8,18,7.1,7.17,0.56,100.78,1.46,1.8,1.03,0.77,257.06,2.7,4.38,1.64,2.74,257.38
2022,8,19,5.58,6.99,0.59,101.06,1.59,2.3,0.81,1.48,193.94,2.97,5.03,1.16,3.87,194.5
2022,8,20,5.52,6.98,0.68,101.25,1.7,2.86,0.57,2.29,105.31,2.96,5.01,0.83,4.18,106.94
2022,8,21,2.44,6.73,0.42,101.01,1.14,1.53,0.77,0.77,159.69,2.33,4.23,1.19,3.05,160.38
2022,8,22,5.45,6.73,0.62,100.47,1.75,2.53,0.95,1.59,213.69,3.55,5.23,1.55,3.69,215.25
2022,8,23,6.49,6.99,0.61,100.49,1.52,1.98,0.51,1.48,277.56,2.63,3.66,0.67,2.99,277.88
2022,8,24,6.21,6.83,0.52,100.87,1.26,1.89,0.76,1.13,254.25,2.18,4.63,1.05,3.58,252.94
2022,8,25,5.01,6.56,0.5,101.02,1.34,1.69,0.5,1.19,232.12,2.68,4.66,0.68,3.98,232.06
2022,8,26,6.31,6.71,0.55,100.77,1.59,1.95,1.08,0.87,237.75,3.23,5.41,1.4,4.01,239.62
2022,8,27,6.43,6.61,0.45,100.79,1.25,1.79,0.66,1.12,206.88,2.55,4.12,0.8,3.32,192.44
2022,8,28,6.22,6.65,0.58,101.03,1.55,2.07,1.22,0.85,99.5,2.92,5.44,1.68,3.76,100.62
2022,8,29,6.42,6.7,0.54,101.08,1.43,2.23,0.54,1.7,119.75,2.75,5.2,0.71,4.5,119.19
2022,8,30,6.27,6.63,0.83,100.52,2.13,3.43,1.33,2.1,232.94,3.91,5.41,2.18,3.23,233.5
2022,8,31,6.71,6.88,0.8,100.55,2.07,2.86,1.56,1.3,293.81,3.75,5.52,2.58,2.95,294.75
2022,9,1,6.88,6.86,0.55,100.89,1.34,2.12,0.89,1.23,296.0,2.45,5.45,1.24,4.21,281.69
2022,9,2,6.0,6.68,0.7,101.29,1.83,2.66,1.34,1.32,113.56,3.28,5.65,1.73,3.91,115.56
2022,9,3,5.19,6.4,0.5,101.46,1.47,1.95,0.69,1.26,112.56,2.98,5.1,0.88,4.23,114.25
2022,9,4,5.48,6.31,0.5,101.16,1.46,2.23,1.02,1.21,160.62,3.02,5.44,1.47,3.97,161.88
2022,9,5,4.14,6.18,0.59,101.0,1.69,2.21,1.22,0.99,166.94,3.27,4.96,1.96,3.0,168.06
2022,9,6,4.64,6.12,0.79,100.61,2.08,3.19,1.12,2.05,193.94,3.66,4.62,2.55,2.06,193.88
2022,9,7,4.04,6.25,0.8,100.56,2.03,2.55,1.12,1.41,29.5,3.69,5.17,2.93,2.24,29.44
2022,9,8,3.18,6.24,0.78,100.49,2.08,2.93,1.36,1.57,29.0,3.84,4.52,3.46,1.06,29.75
2022,9,9,6.19,6.46,0.82,100.91,2.27,3.26,1.48,1.78,60.0,4.25,6.16,3.03,3.13,60.62
2022,9,10,3.75,6.07,0.8,101.38,2.16,3.05,1.48,1.56,81.75,3.97,5.3,2.62,2.68,84.62
2022,9,11,2.88,5.94,0.7,100.96,1.97,2.71,1.3,1.41,176.75,3.91,5.11,3.0,2.11,178.44
2022,9,12,4.41,5.94,0.65,100.26,1.73,2.93,1.2,1.73,210.44,3.51,4.59,2.14,2.44,211.62
2022,9,13,5.55,6.19,0.88,100.29,2.35,3.54,1.52,2.02,286.06,4.41,6.09,2.6,3.48,286.38
2022,9,14,6.16,6.2,0.72,100.99,1.79,2.55,1.22,1.33,284.38,3.14,4.67,1.92,2.75,285.12
2022,9,15,5.45,5.67,0.77,101.35,2.16,3.34,1.39,1.95,137.12,4.18,5.3,2.59,2.7,137.88
2022,9,16,5.77,5.75,0.57,101.48,1.47,2.09,0.78,1.3,83.62,2.54,3.98,1.18,2.8,83.31
2022,9,17,5.65,5.63,0.57,101.53,1.47,2.28,0.24,2.04,163.56,2.7,5.36,0.29,5.07,163.44
2022,9,18,5.66,5.69,0.66,101.22,1.91,2.26,1.35,0.91,229.06,3.85,5.54,1.75,3.8,229.38
2022,9,19,5.41,5.71,0.77,100.79,2.17,3.06,1.38,1.69,245.19,4.37,5.99,1.7,4.29,245.88
2022,9,20,5.56,5.81,0.67,100.69,1.88,2.33,1.3,1.03,207.94,3.65,4.96,2.32,2.64,207.88
2022,9,21,5.69,5.77,0.47,100.65,1.44,2.39,0.48,1.91,234.62,3.17,6.31,0.8,5.51,235.75
2022,9,22,3.5,5.53,1.37,100.05,3.8,5.69,2.15,3.55,277.31,6.62,8.88,3.49,5.38,277.81
2022,9,23,6.14,6.1,1.16,101.0,3.23,4.64,1.81,2.83,340.75,5.82,7.53,3.95,3.58,341.62
2022,9,24,5.11,5.83,0.62,101.04,1.82,2.78,0.34,2.45,262.25,3.78,5.85,0.48,5.37,247.81
2022,9,25,4.45,5.62,1.06,100.2,3.02,4.8,1.91,2.88,227.19,5.45,7.42,3.58,3.84,229.06
2022,9,26,5.61,5.7,0.97,100.17,2.79,4.42,1.84,2.58,257.81,5.31,6.68,3.23,3.45,258.56
2022,9,27,5.65,5.78,0.79,100.67,2.31,3.38,1.53,1.85,293.81,4.6,6.09,2.26,3.83,293.75
2022,9,28,5.27,5.72,0.74,101.48,2.21,2.97,1.61,1.37,280.81,4.26,5.89,2.89,3.01,281.56
2022,9,29,3.98,5.49,1.12,101.75,3.27,5.11,2.03,3.08,122.69,5.77,7.58,4.41,3.17,109.44
2022,9,30,1.07,5.32,1.95,100.98,5.25,8.28,2.22,6.06,31.94,8.4,12.73,4.66,8.07,35.88
2022,10,1,2.29,5.34,1.02,100.09,2.79,5.04,0.65,4.39,172.81,5.05,8.02,1.66,6.35,173.81
2022,10,2,1.51,5.21,1.21,100.64,3.09,5.33,0.52,4.8,114.06,4.91,8.15,0.92,7.22,116.75
2022,10,3,2.6,5.27,1.85,101.29,4.8,5.77,3.39,2.38,78.31,7.6,8.55,5.95,2.59,50.31
2022,10,4,2.52,5.21,1.34,100.87,3.7,4.66,2.97,1.69,338.75,6.37,6.95,5.7,1.25,340.69
2022,10,5,3.25,5.13,1.02,100.71,2.89,4.2,1.73,2.46,330.69,5.29,6.25,4.4,1.85,332.0
2022,10,6,5.28,5.31,0.64,100.89,1.82,2.23,1.24,0.98,276.25,3.59,5.39,1.73,3.66,277.69
2022,10,7,4.95,5.2,0.68,100.97,2.05,3.55,0.99,2.55,272.44,4.2,6.87,1.18,5.69,273.5
2022,10,8,4.22,5.1,1.07,101.56,2.68,4.15,1.55,2.61,205.06,4.35,7.25,2.41,4.84,174.75
2022,10,9,5.37,5.36,0.84,101.64,1.89,2.27,0.95,1.33,260.94,2.96,3.68,1.29,2.39,261.0
2022,10,10,5.15,5.16,0.67,101.7,1.55,2.27,0.3,1.97,261.56,2.5,4.43,0.39,4.04,261.38
2022,10,11,4.99,5.11,0.65,101.91,1.55,2.49,0.55,1.95,207.38,2.83,5.52,0.91,4.61,207.94
2022,10,12,3.62,4.78,0.66,101.41,2.03,2.79,0.87,1.92,181.5,4.11,5.73,1.2,4.52,183.0
2022,10,13,2.19,4.51,0.81,100.21,2.35,4.49,1.1,3.39,180.44,4.41,7.42,2.48,4.95,181.75
2022,10,14,4.8,4.87,0.66,100.64,1.61,3.38,0.77,2.6,158.88,2.73,5.61,1.22,4.39,158.81
2022,10,15,4.89,4.86,0.96,100.89,2.81,4.52,1.55,2.97,215.69,5.34,7.07,1.91,5.16,216.88
2022,10,16,3.35,4.59,0.59,100.73,1.71,2.94,0.52,2.43,259.19,3.34,5.42,1.17,4.25,260.06
2022,10,17,2.67,4.38,0.88,99.84,2.45,3.63,1.17,2.46,245.75,4.75,6.19,2.51,3.69,247.06
2022,10,18,4.65,4.86,0.81,100.1,2.39,3.34,1.8,1.55,307.69,4.48,5.75,3.33,2.42,308.12
2022,10,19,4.14,4.82,0.96,100.72,2.86,4.27,1.94,2.33,259.94,5.23,6.45,3.62,2.84,261.19
2022,10,20,4.83,4.8,0.81,101.01,2.47,3.95,1.23,2.72,225.81,4.85,6.11,1.48,4.62,225.94
2022,10,21,4.75,4.7,0.51,101.25,1.52,2.5,0.35,2.15,208.12,3.02,5.47,0.45,5.03,210.06
2022,10,22,4.54,4.61,0.52,101.55,1.34,2.36,0.27,2.09,166.31,2.52,5.61,0.4,5.21,167.81
2022,10,23,2.01,4.28,0.88,101.4,2.71,3.9,1.79,2.1,294.75,4.92,5.73,3.6,2.13,236.94
2022,10,24,3.71,4.26,0.62,101.26,1.81,2.78,0.59,2.19,265.38,3.34,4.47,0.95,3.52,266.19
2022,10,25,1.85,4.34,0.48,100.95,1.15,2.15,0.16,1.99,198.12,2.08,4.7,0.27,4.42,199.44
2022,10,26,1.46,4.12,0.72,100.37,2.09,2.91,1.45,1.46,227.44,4.02,5.3,2.17,3.13,227.94
2022,10,27,4.32,4.32,0.88,101.38,2.7,4.3,2.08,2.22,136.31,5.16,6.43,4.14,2.29,122.25
2022,10,28,1.91,4.0,0.86,102.11,2.71,3.52,2.08,1.44,26.5,4.91,5.27,4.27,0.99,29.25
2022,10,29,3.62,4.12,0.78,102.11,2.38,3.46,1.89,1.57,39.0,4.46,5.61,3.47,2.13,40.19
2022,10,30,3.7,4.11,0.49,101.55,1.36,2.09,0.44,1.66,85.5,2.48,4.2,0.68,3.52,87.19
2022,10,31,2.66,3.87,0.66,101.01,1.98,2.73,1.45,1.28,187.31,3.91,5.49,1.94,3.56,188.5
2022,11,1,3.65,3.86,0.7,101.13,2.16,2.93,1.7,1.23,295.0,4.41,5.52,2.71,2.8,295.44
2022,11,2,2.37,3.79,0.64,101.8,1.95,3.22,0.85,2.36,147.06,3.69,4.95,1.41,3.54,148.12
2022,11,3,3.38,3.81,0.55,101.91,1.74,2.16,1.34,0.82,58.88,3.66,5.62,1.89,3.74,61.0
2022,11,4,3.2,3.83,0.53,101.79,1.7,2.25,0.8,1.45,100.31,3.43,5.76,1.13,4.62,102.94
2022,11,5,3.38,3.77,0.91,101.42,2.9,4.6,1.9,2.7,157.44,5.56,7.01,2.62,4.39,159.06
2022,11,6,2.53,3.65,0.62,101.42,2.18,2.53,1.77,0.75,165.88,4.46,5.95,3.07,2.88,167.06
2022,11,7,3.24,3.57,0.7,101.68,2.23,2.82,1.65,1.17,189.75,4.48,6.47,2.75,3.72,190.12
2022,11,8,4.0,3.95,1.11,102.41,3.46,5.24,2.3,2.95,45.56,6.41,7.91,5.03,2.87,31.81
2022,11,9,3.77,3.73,0.81,102.57,2.6,3.53,2.01,1.52,42.31,4.77,5.75,4.27,1.48,45.06
2022,11,10,2.67,3.6,0.68,101.8,2.2,2.97,1.83,1.14,71.06,4.23,5.43,2.84,2.59,74.38
2022,11,11,1.16,3.29,1.22,100.23,3.63,5.61,2.14,3.47,138.06,6.8,10.08,4.22,5.86,141.12
2022,11,12,3.25,3.41,0.92,99.93,2.77,4.62,1.15,3.48,239.56,5.3,8.33,1.54,6.78,240.94
2022,11,13,3.64,3.72,1.27,101.05,3.55,4.8,1.97,2.84,329.94,5.96,7.14,4.16,2.98,330.31
2022,11,14,3.4,3.69,0.55,102.01,1.62,2.97,0.13,2.84,187.06,2.95,5.25,0.22,5.03,202.44
2022,11,15,0.81,3.31,0.82,101.67,2.27,3.7,1.29,2.41,113.88,3.87,5.43,1.94,3.49,117.56
2022,11,16,2.99,3.51,0.9,101.0,2.51,3.25,1.8,1.45,295.94,4.25,5.84,2.8,3.04,297.5
